year,lgID,tmID,franchID,confID,divID,rank,playoff,G,W,L,T,OTL,Pts,SoW,SoL,GF,GA,name,PIM,BenchMinor,PPG,PPC,SHA,PKG,PKC,SHF
2009,NHL,PHO,PHO,WC,PC,2,CQF,82,50,25,,7,107,14,6,225,202,Phoenix Coyotes,925,20,46,314,7,49,317,3
2009,NHL,PIT,PIT,EC,AT,2,CSF,82,47,28,,7,101,8,2,257,237,Pittsburgh Penguins,1195,12,56,326,8,52,327,7
2009,NHL,SJS,SJS,WC,PC,1,CF,82,51,20,,11,113,7,6,264,215,San Jose Sharks,1155,18,65,309,9,49,327,8
2009,NHL,STL,STL,WC,CE,4,,82,40,32,,10,90,7,5,225,223,St. Louis Blues,1318,22,52,307,6,45,342,7
2009,NHL,TBL,TBL,EC,SE,4,,82,34,36,,12,80,4,7,217,260,Tampa Bay Lightning,1377,20,63,326,6,67,336,2
2009,NHL,TOR,TOR,EC,NE,5,,82,30,38,,14,74,4,4,214,267,Toronto Maple Leafs,1091,20,44,315,7,73,288,4
2009,NHL,VAN,VAN,WC,NW,1,CSF,82,49,28,,5,103,4,4,272,222,Vancouver Canucks,1269,8,68,325,6,59,320,9
2009,NHL,WAS,WAS,EC,SE,1,CQF,82,54,15,,13,121,5,6,318,233,Washington Capitals,940,20,79,313,8,67,316,4
2010,NHL,AND,ANA,WC,PC,2,CQF,82,47,30,,5,99,4,2,239,235,Anaheim Ducks,1178,20,67,285,7,57,305,7
2010,NHL,ATL,WPG,EC,SE,4,,82,34,36,,12,80,5,7,223,269,Atlanta Thrashers,930,22,53,289,10,64,285,6
2010,NHL,BOS,BOS,EC,NE,1,SC,82,46,25,,11,103,2,6,246,195,Boston Bruins,1115,10,43,265,5,46,265,11
2010,NHL,BUF,BUF,EC,NE,3,CQF,82,43,29,,10,96,5,1,245,229,Buffalo Sabres,958,16,54,279,13,51,300,2
2010,NHL,CAL,CAL,WC,NW,2,,82,41,29,,12,94,9,7,250,237,Calgary Flames,836,18,62,318,9,53,282,7
2010,NHL,CAR,CAR,EC,SE,3,,82,40,31,,11,91,5,5,236,239,Carolina Hurricanes,835,14,55,346,6,51,272,7
2010,NHL,CBS,CBS,WC,CE,5,,82,34,35,,13,81,5,8,215,258,Columbus Blue Jackets,1113,14,42,301,11,62,314,6
2010,NHL,CHI,CHI,WC,CE,3,CQF,82,44,29,,9,97,6,5,258,225,Chicago Blackhawks,742,22,64,277,4,53,255,6
2010,NHL,COL,COL,WC,NW,4,,82,30,44,,8,68,6,1,227,288,Colorado Avalanche,1077,22,49,265,11,75,314,8
2010,NHL,DAL,DAL,WC,PC,5,,82,42,29,,11,95,5,7,227,233,Dallas Stars,1066,14,55,306,15,55,277,10
2010,NHL,DET,DET,WC,CE,1,CSF,82,47,25,,10,104,4,4,261,241,Detroit Red Wings,754,6,67,301,7,53,300,5
2010,NHL,EDM,EDM,WC,NW,5,,82,25,45,,12,62,2,9,193,269,Edmonton Oilers,1270,20,44,304,2,74,321,8
2010,NHL,FLO,FLO,EC,SE,5,,82,30,40,,12,72,4,7,195,229,Florida Panthers,716,22,35,267,5,41,267,4
2010,NHL,LAK,LAK,WC,PC,4,CQF,82,46,30,,6,98,10,2,219,198,Los Angeles Kings,962,24,47,292,6,40,276,4
2010,NHL,MIN,MIN,WC,NW,3,,82,39,35,,8,86,3,5,206,233,Minnesota Wild,983,14,53,292,7,53,308,7
2010,NHL,MTL,MTL,EC,NE,2,CQF,82,44,30,,8,96,3,3,216,209,Montreal Canadiens,1097,28,57,290,6,51,327,5
2010,NHL,NAS,NAS,WC,CE,2,CSF,82,44,27,,11,99,6,4,219,194,Nashville Predators,720,26,41,269,2,41,272,5
2010,NHL,NJD,NJD,EC,AT,4,,82,38,39,,5,81,3,2,174,209,New Jersey Devils,765,18,34,237,8,40,241,3
2010,NHL,NYI,NYI,EC,AT,5,,82,30,39,,13,73,4,6,229,264,New York Islanders,1515,26,52,302,7,52,310,15
2010,NHL,NYR,NYR,EC,AT,3,CQF,82,44,33,,5,93,9,3,233,198,New York Rangers,1074,14,49,290,5,42,257,11
2010,NHL,OTT,OTT,EC,NE,5,,82,32,40,,10,74,2,5,192,250,Ottawa Senators,1149,6,45,257,4,48,294,6
2010,NHL,PHI,PHI,EC,AT,1,CSF,82,47,23,,12,106,3,7,259,223,Philadelphia Flyers,1119,8,49,295,5,54,313,13
2010,NHL,PHO,PHO,WC,PC,3,CQF,82,43,26,,13,99,5,6,231,226,Phoenix Coyotes,863,12,46,289,6,64,296,5
2010,NHL,PIT,PIT,EC,AT,2,CQF,82,49,25,,8,106,10,3,238,199,Pittsburgh Penguins,1388,16,49,311,6,45,324,13
2010,NHL,SJS,SJS,WC,PC,1,CF,82,48,25,,9,105,5,5,248,213,San Jose Sharks,931,10,68,289,7,56,274,6
2010,NHL,STL,STL,WC,CE,4,,82,38,33,,11,87,4,6,240,234,St. Louis Blues,1225,16,52,279,1,51,279,7
2010,NHL,TBL,TBL,EC,SE,2,CF,82,46,25,,11,103,6,6,247,240,Tampa Bay Lightning,905,24,69,336,16,49,302,1
2010,NHL,TOR,TOR,EC,NE,4,,82,37,34,,11,85,5,6,218,251,Toronto Maple Leafs,985,18,52,326,8,62,275,5
2010,NHL,VAN,VAN,WC,NW,1,F,82,54,19,,9,117,4,5,262,185,Vancouver Canucks,943,10,72,296,2,45,312,6
2010,NHL,WAS,WAS,EC,SE,1,CSF,82,48,23,,11,107,5,6,224,197,Washington Capitals,926,20,46,263,5,43,299,7
2011,NHL,AND,ANA,WC,PC,5,,82,34,36,,12,80,3,7,204,231,Anaheim Ducks,980,18,45,271,5,51,283,4
2011,NHL,BOS,BOS,EC,NE,1,CQF,82,49,29,,4,102,9,3,269,202,Boston Bruins,1101,8,43,250,1,43,260,8
2011,NHL,BUF,BUF,EC,NE,3,,82,39,32,,11,89,7,7,218,230,Buffalo Sabres,904,18,44,258,7,47,257,5
2011,NHL,CAL,CAL,WC,NW,2,,82,37,29,,16,90,3,9,202,226,Calgary Flames,885,20,46,260,6,42,268,3
2011,NHL,CAR,CAR,EC,SE,5,,82,33,33,,16,82,1,6,213,243,Carolina Hurricanes,763,12,49,294,4,49,252,12
2011,NHL,CBS,CBS,WC,CE,5,,82,29,46,,7,65,4,5,202,262,Columbus Blue Jackets,1037,16,49,317,8,64,274,7
2011,NHL,CHI,CHI,WC,CE,4,CQF,82,45,26,,11,101,7,7,248,238,Chicago Blackhawks,848,20,42,277,3,51,233,7
2011,NHL,COL,COL,WC,NW,3,,82,41,35,,6,88,9,2,208,220,Colorado Avalanche,902,12,41,223,4,47,277,5
2011,NHL,DAL,DAL,WC,PC,4,,82,42,35,,5,89,7,4,211,222,Dallas Stars,1032,24,33,244,3,52,303,5
2011,NHL,DET,DET,WC,CE,3,CQF,82,48,28,,6,102,9,3,248,203,Detroit Red Wings,699,24,48,298,11,50,274,2
2011,NHL,EDM,EDM,WC,NW,5,,82,32,40,,10,74,5,7,212,239,Edmonton Oilers,942,20,54,262,8,52,296,5
2011,NHL,FLO,FLO,EC,SE,1,CQF,82,38,26,,18,94,6,11,203,227,Florida Panthers,792,30,53,286,6,49,239,4
2011,NHL,LAK,LAK,WC,PC,3,SC,82,40,27,,15,95,6,9,194,179,Los Angeles Kings,923,6,49,289,2,38,293,9
2011,NHL,MIN,MIN,WC,NW,4,,82,35,36,,11,81,11,9,177,226,Minnesota Wild,994,16,39,258,4,51,285,5
2011,NHL,MTL,MTL,EC,NE,5,,82,31,35,,16,78,5,12,212,226,Montreal Canadiens,954,20,43,301,8,36,315,10
2011,NHL,NAS,NAS,WC,CE,2,CSF,82,48,26,,8,104,5,5,237,210,Nashville Predators,689,12,54,250,4,40,244,5
2011,NHL,NJD,NJD,EC,AT,4,F,82,48,28,,6,102,12,4,228,209,New Jersey Devils,944,20,46,267,13,27,259,15
2011,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11,79,7,4,203,255,New York Islanders,763,8,45,243,5,46,236,4
2011,NHL,NYR,NYR,EC,AT,1,CF,82,51,24,,7,109,4,5,226,187,New York Rangers,1059,14,44,280,4,36,260,8
2011,NHL,OTT,OTT,EC,NE,2,CQF,82,41,31,,10,92,6,4,249,240,Ottawa Senators,1145,24,49,270,7,57,310,9
2011,NHL,PHI,PHI,EC,AT,3,CSF,82,47,26,,9,103,4,7,264,232,Philadelphia Flyers,1318,18,66,335,9,58,319,6
2011,NHL,PHO,PHO,WC,PC,1,CF,82,42,27,,13,97,6,10,216,204,Phoenix Coyotes,757,18,34,251,6,36,249,6
2011,NHL,PIT,PIT,EC,AT,2,CQF,82,51,25,,6,108,9,3,282,221,Pittsburgh Penguins,880,12,57,289,10,33,270,11
2011,NHL,SJS,SJS,WC,PC,2,CQF,82,43,29,,10,96,9,5,228,210,San Jose Sharks,785,18,57,270,4,52,225,3
2011,NHL,STL,STL,WC,CE,1,CSF,82,49,22,,11,109,4,10,210,165,St. Louis Blues,1062,16,45,270,3,40,282,7
2011,NHL,TBL,TBL,EC,SE,3,,82,38,36,,8,84,3,3,235,281,Tampa Bay Lightning,865,16,41,269,12,59,284,2
2011,NHL,TOR,TOR,EC,NE,4,,82,35,37,,10,80,4,5,231,264,Toronto Maple Leafs,824,16,49,267,6,55,242,5
2011,NHL,VAN,VAN,WC,NW,1,CQF,82,51,22,,9,111,8,7,249,198,Vancouver Canucks,1049,10,57,288,4,40,286,7
2011,NHL,WAS,WAS,EC,SE,2,CSF,82,42,32,,8,92,4,4,222,230,Washington Capitals,767,16,41,245,10,49,266,3
2011,NHL,WPG,WPG,EC,SE,4,,82,37,35,,10,84,4,4,225,246,Winnipeg Jets,905,4,45,251,8,58,292,3
